,Kingdom,Phylum,Class,Order,Family,Genus
ASV4935,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4937,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV4938,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV4939,Bacteria,NA,NA,NA,NA,NA
ASV4940,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA
ASV4941,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV4942,Bacteria,NA,NA,NA,NA,NA
ASV4943,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV4944,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV4945,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV4946,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV4947,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4948,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4949,NA,NA,NA,NA,NA,NA
ASV4950,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA
ASV4951,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV4952,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV4953,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4954,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaera
ASV4955,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV4956,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Coleofasciculaceae,Symploca_PCC-8002
ASV4957,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4958,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV4959,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
ASV4960,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV4961,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Pseudobacteriovorax
ASV4962,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV4963,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4964,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV4965,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV4966,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV4967,NA,NA,NA,NA,NA,NA
ASV4968,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV4969,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV4970,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Profundimonas
ASV4971,NA,NA,NA,NA,NA,NA
ASV4972,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,NA
ASV4973,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV4974,Bacteria,Latescibacteria,NA,NA,NA,NA
ASV4975,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV4976,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV4977,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV4978,Bacteria,NA,NA,NA,NA,NA
ASV4979,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV4980,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Litorimonas
ASV4981,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella
ASV4982,Bacteria,NA,NA,NA,NA,NA
ASV4983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV4984,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV4985,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV4986,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV4987,Bacteria,Planctomycetes,Brocadiae,NA,NA,NA
ASV4988,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Kaiserbacteria,NA,NA
ASV4989,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV4990,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV4991,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV4992,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV4993,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-9228
ASV4994,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4995,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV4996,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
ASV4997,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV4998,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,NA
ASV4999,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV5000,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV5001,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV5002,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV5003,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,MD3-55
ASV5004,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5005,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV5006,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Geitlerinemaceae,Geitlerinema_PCC-7105
ASV5007,NA,NA,NA,NA,NA,NA
ASV5008,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV5009,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV5010,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV5011,NA,NA,NA,NA,NA,NA
ASV5012,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV5013,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV5014,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans
ASV5015,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV5016,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5017,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5018,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5019,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5020,Bacteria,NA,NA,NA,NA,NA
ASV5021,Bacteria,NA,NA,NA,NA,NA
ASV5022,NA,NA,NA,NA,NA,NA
ASV5023,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV5024,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5025,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA
ASV5026,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,NA
ASV5027,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5028,Bacteria,NA,NA,NA,NA,NA
ASV5029,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA
ASV5030,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,NA
ASV5031,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5032,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5033,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5034,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA
ASV5035,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA
ASV5036,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Luteivirga
ASV5037,Bacteria,Proteobacteria,Deltaproteobacteria,NA,NA,NA
ASV5038,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV5039,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV5040,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
ASV5041,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5042,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV5043,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV5044,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,NA,NA
ASV5045,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV5046,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus
ASV5047,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,NA,NA
ASV5048,Bacteria,Cyanobacteria,Oxyphotobacteria,Phormidesmiales,Phormidesmiaceae,Acrophormium_PCC-7375
ASV5049,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV5050,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda
ASV5051,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5052,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA
ASV5053,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV5054,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
ASV5055,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5056,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5057,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV5058,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV5059,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
ASV5060,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5061,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Reinekea
ASV5062,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,NA
ASV5063,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5064,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter
ASV5065,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5066,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA
ASV5067,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5068,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV5069,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA
ASV5070,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV5071,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV5072,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,NA
ASV5073,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV5074,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
ASV5075,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,NA
ASV5076,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_III,NA
ASV5077,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV5078,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,NA,NA
ASV5079,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5080,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV5081,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia
ASV5082,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV5083,Bacteria,NA,NA,NA,NA,NA
ASV5084,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5085,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5086,NA,NA,NA,NA,NA,NA
ASV5087,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,NA,NA
ASV5088,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Rubidimonas
ASV5089,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,NA
ASV5090,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5091,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5092,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV5093,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5094,Bacteria,NA,NA,NA,NA,NA
ASV5095,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5096,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV5098,Bacteria,Planctomycetes,Brocadiae,NA,NA,NA
ASV5099,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5100,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,NA
ASV5101,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV5102,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea
ASV5103,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Pseudobowmanella
ASV5104,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5105,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5106,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV5107,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium
ASV5108,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV5109,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5110,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas
ASV5111,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga
ASV5112,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5113,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,NA,NA
ASV5114,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA
ASV5115,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA
ASV5116,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula
ASV5117,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5118,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA
ASV5119,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5120,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV5121,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A_clade,NA,NA
ASV5122,Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,NA,NA
ASV5123,Bacteria,NA,NA,NA,NA,NA
ASV5124,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5125,Bacteria,NA,NA,NA,NA,NA
ASV5126,Bacteria,NA,NA,NA,NA,NA
ASV5127,Bacteria,Cyanobacteria,Oxyphotobacteria,NA,NA,NA
ASV5128,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV5129,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Cerasicoccus
ASV5130,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA
ASV5131,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5132,Bacteria,Acidobacteria,Holophagae,Acanthopleuribacterales,Acanthopleuribacteraceae,Acanthopleuribacter
ASV5133,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV5134,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5135,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Coraliomargarita
ASV5136,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5137,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,NA
ASV5138,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Roseivirga
ASV5139,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7_clade
ASV5140,Bacteria,Planctomycetes,Pla3_lineage,NA,NA,NA
ASV5141,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV5142,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
ASV5143,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA
ASV5144,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,NA,NA
ASV5145,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA
ASV5146,Bacteria,Bacteroidetes,Bacteroidia,NA,NA,NA
ASV5147,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV5148,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5149,Bacteria,Proteobacteria,NA,NA,NA,NA
ASV5150,Bacteria,Planctomycetes,NA,NA,NA,NA
ASV5151,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV5152,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5153,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
ASV5154,Bacteria,Planctomycetes,BD7-11,NA,NA,NA
ASV5155,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA
ASV5156,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA
ASV5157,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Algimonas
ASV5158,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV5159,Bacteria,NA,NA,NA,NA,NA
ASV5160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA
ASV5161,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,NA
ASV5162,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA
ASV5163,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA
ASV5164,Bacteria,Planctomycetes,OM190,NA,NA,NA
ASV5165,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans
ASV5166,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gimesiaceae,NA
ASV5167,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,NA
ASV5168,Bacteria,Proteobacteria,Deltaproteobacteria,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax
ASV5169,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA
ASV5170,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA
